effective_date,symbol
2012-06-30,BHEL.NS
2012-06-30,BPCL.NS
2012-06-30,CAIRN.NS
2012-06-30,CIPLA.NS
2012-06-30,COALINDIA.NS
2012-06-30,DLF.NS
2012-06-30,DRREDDY.NS
2012-06-30,GAIL.NS
2012-06-30,GRASIM.NS
2012-06-30,HCLTECH.NS
2012-06-30,HDFC.NS
2012-06-30,HDFCBANK.NS
2012-06-30,HEROMOTOCO.NS
2012-06-30,HINDALCO.NS
2012-06-30,HINDUNILVR.NS
2012-06-30,ICICIBANK.NS
2012-06-30,IDFC.NS
2012-06-30,INFY.NS
2012-06-30,ITC.NS
2012-06-30,JINDALSTEL.NS
2012-06-30,JPASSOCIAT.NS
2012-06-30,KOTAKBANK.NS
2012-06-30,LT.NS
2012-06-30,M&M.NS
2012-06-30,MARUTI.NS
2012-06-30,NTPC.NS
2012-06-30,ONGC.NS
2012-06-30,PNB.NS
2012-06-30,POWERGRID.NS
2012-06-30,RANBAXY.NS
2012-06-30,RELIANCE.NS
2012-06-30,RELINFRA.NS
2012-06-30,SAIL.NS
2012-06-30,SBIN.NS
2012-06-30,SESAGOA.NS
2012-06-30,SIEMENS.NS
2012-06-30,STER.NS
2012-06-30,SUNPHARMA.NS
2012-06-30,TATAMOTORS.NS
2012-06-30,TATAPOWER.NS
2012-06-30,TATASTEEL.NS
2012-06-30,TCS.NS
2012-06-30,WIPRO.NS
2012-07-31,ACC.NS
2012-07-31,AMBUJACEM.NS
2012-07-31,ASIANPAINT.NS
2012-07-31,AXISBANK.NS
2012-07-31,BAJAJAUTO.NS
2012-07-31,BANKBARODA.NS
2012-07-31,BHARTIARTL.NS
2012-07-31,BHEL.NS
2012-07-31,BPCL.NS
2012-07-31,CAIRN.NS
2012-07-31,CIPLA.NS
2012-07-31,COALINDIA.NS
2012-07-31,DLF.NS
2012-07-31,DRREDDY.NS
2012-07-31,GAIL.NS
2012-07-31,GRASIM.NS
2012-07-31,HCLTECH.NS
2012-07-31,HDFC.NS
2012-07-31,HDFCBANK.NS
2012-07-31,HEROMOTOCO.NS
2012-07-31,HINDALCO.NS
2012-07-31,HINDUNILVR.NS
2012-07-31,ICICIBANK.NS
2012-07-31,IDFC.NS
2012-07-31,INFY.NS
2012-07-31,ITC.NS
2012-07-31,JINDALSTEL.NS
2012-07-31,JPASSOCIAT.NS
2012-07-31,KOTAKBANK.NS
2012-07-31,LT.NS
2012-07-31,M&M.NS
2012-07-31,MARUTI.NS
2012-07-31,NTPC.NS
2012-07-31,ONGC.NS
2012-07-31,PNB.NS
2012-07-31,POWERGRID.NS
2012-07-31,RANBAXY.NS
2012-07-31,RELIANCE.NS
2012-07-31,RELINFRA.NS
2012-07-31,SAIL.NS
2012-07-31,SBIN.NS
2012-07-31,SESAGOA.NS
2012-07-31,SIEMENS.NS
2012-07-31,STER.NS
2012-07-31,SUNPHARMA.NS
2012-07-31,TATAMOTORS.NS
2012-07-31,TATAPOWER.NS
2012-07-31,TATASTEEL.NS
2012-07-31,TCS.NS
2012-07-31,WIPRO.NS
2012-08-31,ACC.NS
2012-08-31,AMBUJACEM.NS
2012-08-31,ASIANPAINT.NS
2012-08-31,AXISBANK.NS
2012-08-31,BAJAJAUTO.NS
2012-08-31,BANKBARODA.NS
2012-08-31,BHARTIARTL.NS
2012-08-31,BHEL.NS
2012-08-31,BPCL.NS
2012-08-31,CAIRN.NS
2012-08-31,CIPLA.NS
2012-08-31,COALINDIA.NS
2012-08-31,DLF.NS
2012-08-31,DRREDDY.NS
2012-08-31,GAIL.NS
2012-08-31,GRASIM.NS
2012-08-31,HCLTECH.NS
2012-08-31,HDFC.NS
2012-08-31,HDFCBANK.NS
2012-08-31,HEROMOTOCO.NS
2012-08-31,HINDALCO.NS
2012-08-31,HINDUNILVR.NS
2012-08-31,ICICIBANK.NS
2012-08-31,IDFC.NS
2012-08-31,INFY.NS
2012-08-31,ITC.NS
2012-08-31,JINDALSTEL.NS
2012-08-31,JPASSOCIAT.NS
2012-08-31,KOTAKBANK.NS
2012-08-31,LT.NS
2012-08-31,M&M.NS
2012-08-31,MARUTI.NS
2012-08-31,NTPC.NS
2012-08-31,ONGC.NS
2012-08-31,PNB.NS
2012-08-31,POWERGRID.NS
2012-08-31,RANBAXY.NS
2012-08-31,RELIANCE.NS
2012-08-31,RELINFRA.NS
2012-08-31,SAIL.NS
2012-08-31,SBIN.NS
2012-08-31,SESAGOA.NS
2012-08-31,SIEMENS.NS
2012-08-31,STER.NS
2012-08-31,SUNPHARMA.NS
2012-08-31,TATAMOTORS.NS
2012-08-31,TATAPOWER.NS
2012-08-31,TATASTEEL.NS
2012-08-31,TCS.NS
2012-08-31,WIPRO.NS
2012-09-30,ACC.NS
2012-09-30,AMBUJACEM.NS
2012-09-30,ASIANPAINT.NS
2012-09-30,AXISBANK.NS
2012-09-30,BAJAJAUTO.NS
2012-09-30,BANKBARODA.NS
2012-09-30,BHARTIARTL.NS
2012-09-30,BHEL.NS
2012-09-30,BPCL.NS
2012-09-30,CAIRN.NS
2012-09-30,CIPLA.NS
2012-09-30,COALINDIA.NS
2012-09-30,DLF.NS
2012-09-30,DRREDDY.NS
2012-09-30,GAIL.NS
2012-09-30,GRASIM.NS
2012-09-30,HCLTECH.NS
2012-09-30,HDFC.NS
2012-09-30,HDFCBANK.NS
2012-09-30,HEROMOTOCO.NS
2012-09-30,HINDALCO.NS
2012-09-30,HINDUNILVR.NS
2012-09-30,ICICIBANK.NS
2012-09-30,IDFC.NS
2012-09-30,INFY.NS
2012-09-30,ITC.NS
2012-09-30,JINDALSTEL.NS
2012-09-30,JPASSOCIAT.NS
2012-09-30,KOTAKBANK.NS
2012-09-30,LT.NS
2012-09-30,M&M.NS
2012-09-30,MARUTI.NS
2012-09-30,NTPC.NS
2012-09-30,ONGC.NS
2012-09-30,PNB.NS
2012-09-30,POWERGRID.NS
2012-09-30,RANBAXY.NS
2012-09-30,RELIANCE.NS
2012-09-30,RELINFRA.NS
2012-09-30,SAIL.NS
2012-09-30,SBIN.NS
2012-09-30,SESAGOA.NS
2012-09-30,SIEMENS.NS
2012-09-30,STER.NS
2012-09-30,SUNPHARMA.NS
2012-09-30,TATAMOTORS.NS
2012-09-30,TATAPOWER.NS
2012-09-30,TATASTEEL.NS
2012-09-30,TCS.NS
2012-09-30,WIPRO.NS
2012-10-01,ACC.NS
2012-10-01,AMBUJACEM.NS
2012-10-01,ASIANPAINT.NS
2012-10-01,AXISBANK.NS
2012-10-01,BAJAJAUTO.NS
2012-10-01,BANKBARODA.NS
2012-10-01,BHARTIARTL.NS
2012-10-01,BHEL.NS
2012-10-01,BPCL.NS
2012-10-01,CAIRN.NS
2012-10-01,CIPLA.NS
2012-10-01,COALINDIA.NS
2012-10-01,DLF.NS
2012-10-01,DRREDDY.NS
2012-10-01,GAIL.NS
2012-10-01,GRASIM.NS
2012-10-01,HCLTECH.NS
2012-10-01,HDFC.NS
2012-10-01,HDFCBANK.NS
2012-10-01,HEROMOTOCO.NS
2012-10-01,HINDALCO.NS
2012-10-01,HINDUNILVR.NS
2012-10-01,ICICIBANK.NS
2012-10-01,IDFC.NS
2012-10-01,INFY.NS
2012-10-01,ITC.NS
2012-10-01,JINDALSTEL.NS
2012-10-01,JPASSOCIAT.NS
2012-10-01,KOTAKBANK.NS
2012-10-01,LT.NS
2012-10-01,LUPIN.NS
2012-10-01,M&M.NS
2012-10-01,MARUTI.NS
2012-10-01,NTPC.NS
2012-10-01,ONGC.NS
2012-10-01,PNB.NS
2012-10-01,POWERGRID.NS
2012-10-01,RANBAXY.NS
2012-10-01,RELIANCE.NS
2012-10-01,RELINFRA.NS
2012-10-01,SBIN.NS
2012-10-01,SESAGOA.NS
2012-10-01,SIEMENS.NS
2012-10-01,SUNPHARMA.NS
2012-10-01,TATAMOTORS.NS
2012-10-01,TATAPOWER.NS
2012-10-01,TATASTEEL.NS
2012-10-01,TCS.NS
2012-10-01,ULTRACEMCO.NS
2012-10-01,WIPRO.NS
2012-10-31,ACC.NS
2012-10-31,AMBUJACEM.NS
2012-10-31,ASIANPAINT.NS
2012-10-31,AXISBANK.NS
2012-10-31,BAJAJAUTO.NS
2012-10-31,BANKBARODA.NS
2012-10-31,BHARTIARTL.NS
2012-10-31,BHEL.NS
2012-10-31,BPCL.NS
2012-10-31,CAIRN.NS
2012-10-31,CIPLA.NS
2012-10-31,COALINDIA.NS
2012-10-31,DLF.NS
2012-10-31,DRREDDY.NS
2012-10-31,GAIL.NS
2012-10-31,GRASIM.NS
2012-10-31,HCLTECH.NS
2012-10-31,HDFC.NS
2012-10-31,HDFCBANK.NS
2012-10-31,HEROMOTOCO.NS
2012-10-31,HINDALCO.NS
2012-10-31,HINDUNILVR.NS
2012-10-31,ICICIBANK.NS
2012-10-31,IDFC.NS
2012-10-31,INFY.NS
2012-10-31,ITC.NS
2012-10-31,JINDALSTEL.NS
2012-10-31,JPASSOCIAT.NS
2012-10-31,KOTAKBANK.NS
2012-10-31,LT.NS
2012-10-31,LUPIN.NS
2012-10-31,M&M.NS
2012-10-31,MARUTI.NS
2012-10-31,NTPC.NS
2012-10-31,ONGC.NS
2012-10-31,PNB.NS
2012-10-31,POWERGRID.NS
2012-10-31,RANBAXY.NS
2012-10-31,RELIANCE.NS
2012-10-31,RELINFRA.NS
2012-10-31,SBIN.NS
2012-10-31,SESAGOA.NS
2012-10-31,SIEMENS.NS
2012-10-31,SUNPHARMA.NS
2012-10-31,TATAMOTORS.NS
2012-10-31,TATAPOWER.NS
2012-10-31,TATASTEEL.NS
2012-10-31,TCS.NS
2012-10-31,ULTRACEMCO.NS
2012-10-31,WIPRO.NS
2012-11-30,ACC.NS
2012-11-30,AMBUJACEM.NS
2012-11-30,ASIANPAINT.NS
2012-11-30,AXISBANK.NS
2012-11-30,BAJAJAUTO.NS
2012-11-30,BANKBARODA.NS
2012-11-30,BHARTIARTL.NS
2012-11-30,BHEL.NS
2012-11-30,BPCL.NS
2012-11-30,CAIRN.NS
2012-11-30,CIPLA.NS
2012-11-30,COALINDIA.NS
2012-11-30,DLF.NS
2012-11-30,DRREDDY.NS
2012-11-30,GAIL.NS
2012-11-30,GRASIM.NS
2012-11-30,HCLTECH.NS
2012-11-30,HDFC.NS
2012-11-30,HDFCBANK.NS
2012-11-30,HEROMOTOCO.NS
2012-11-30,HINDALCO.NS
2012-11-30,HINDUNILVR.NS
2012-11-30,ICICIBANK.NS
2012-11-30,IDFC.NS
2012-11-30,INFY.NS
2012-11-30,ITC.NS
2012-11-30,JINDALSTEL.NS
2012-11-30,JPASSOCIAT.NS
2012-11-30,KOTAKBANK.NS
2012-11-30,LT.NS
2012-11-30,LUPIN.NS
2012-11-30,M&M.NS
2012-11-30,MARUTI.NS
2012-11-30,NTPC.NS
2012-11-30,ONGC.NS
2012-11-30,PNB.NS
2012-11-30,POWERGRID.NS
2012-11-30,RANBAXY.NS
2012-11-30,RELIANCE.NS
2012-11-30,RELINFRA.NS
2012-11-30,SBIN.NS
2012-11-30,SESAGOA.NS
2012-11-30,SIEMENS.NS
2012-11-30,SUNPHARMA.NS
2012-11-30,TATAMOTORS.NS
2012-11-30,TATAPOWER.NS
2012-11-30,TATASTEEL.NS
2012-11-30,TCS.NS
2012-11-30,ULTRACEMCO.NS
2012-11-30,WIPRO.NS
2012-12-31,ACC.NS
2012-12-31,AMBUJACEM.NS
2012-12-31,ASIANPAINT.NS
2012-12-31,AXISBANK.NS
2012-12-31,BAJAJAUTO.NS
2012-12-31,BANKBARODA.NS
2012-12-31,BHARTIARTL.NS
2012-12-31,BHEL.NS
2012-12-31,BPCL.NS
2012-12-31,CAIRN.NS
2012-12-31,CIPLA.NS
2012-12-31,COALINDIA.NS
2012-12-31,DLF.NS
2012-12-31,DRREDDY.NS
2012-12-31,GAIL.NS
2012-12-31,GRASIM.NS
2012-12-31,HCLTECH.NS
2012-12-31,HDFC.NS
2012-12-31,HDFCBANK.NS
2012-12-31,HEROMOTOCO.NS
2012-12-31,HINDALCO.NS
2012-12-31,HINDUNILVR.NS
2012-12-31,ICICIBANK.NS
2012-12-31,IDFC.NS
2012-12-31,INFY.NS
2012-12-31,ITC.NS
2012-12-31,JINDALSTEL.NS
2012-12-31,JPASSOCIAT.NS
2012-12-31,KOTAKBANK.NS
2012-12-31,LT.NS
2012-12-31,LUPIN.NS
2012-12-31,M&M.NS
2012-12-31,MARUTI.NS
2012-12-31,NTPC.NS
2012-12-31,ONGC.NS
2012-12-31,PNB.NS
2012-12-31,POWERGRID.NS
2012-12-31,RANBAXY.NS
2012-12-31,RELIANCE.NS
2012-12-31,RELINFRA.NS
2012-12-31,SBIN.NS
2012-12-31,SESAGOA.NS
2012-12-31,SIEMENS.NS
2012-12-31,SUNPHARMA.NS
2012-12-31,TATAMOTORS.NS
2012-12-31,TATAPOWER.NS
2012-12-31,TATASTEEL.NS
2012-12-31,TCS.NS
2012-12-31,ULTRACEMCO.NS
2012-12-31,WIPRO.NS
2013-01-31,ACC.NS
2013-01-31,AMBUJACEM.NS
2013-01-31,ASIANPAINT.NS
2013-01-31,AXISBANK.NS
2013-01-31,BAJAJAUTO.NS
2013-01-31,BANKBARODA.NS
2013-01-31,BHARTIARTL.NS
2013-01-31,BHEL.NS
2013-01-31,BPCL.NS
2013-01-31,CAIRN.NS
2013-01-31,CIPLA.NS
2013-01-31,COALINDIA.NS
2013-01-31,DLF.NS
2013-01-31,DRREDDY.NS
2013-01-31,GAIL.NS
2013-01-31,GRASIM.NS
2013-01-31,HCLTECH.NS
2013-01-31,HDFC.NS
2013-01-31,HDFCBANK.NS
2013-01-31,HEROMOTOCO.NS
2013-01-31,HINDALCO.NS
2013-01-31,HINDUNILVR.NS
2013-01-31,ICICIBANK.NS
2013-01-31,IDFC.NS
2013-01-31,INFY.NS
2013-01-31,ITC.NS
2013-01-31,JINDALSTEL.NS
2013-01-31,JPASSOCIAT.NS
2013-01-31,KOTAKBANK.NS
2013-01-31,LT.NS
2013-01-31,LUPIN.NS
2013-01-31,M&M.NS
2013-01-31,MARUTI.NS
2013-01-31,NTPC.NS
2013-01-31,ONGC.NS
2013-01-31,PNB.NS
2013-01-31,POWERGRID.NS
2013-01-31,RANBAXY.NS
2013-01-31,RELIANCE.NS
2013-01-31,RELINFRA.NS
2013-01-31,SBIN.NS
2013-01-31,SESAGOA.NS
2013-01-31,SIEMENS.NS
2013-01-31,SUNPHARMA.NS
2013-01-31,TATAMOTORS.NS
2013-01-31,TATAPOWER.NS
2013-01-31,TATASTEEL.NS
2013-01-31,TCS.NS
2013-01-31,ULTRACEMCO.NS
2013-01-31,WIPRO.NS
2013-02-28,ACC.NS
2013-02-28,AMBUJACEM.NS
2013-02-28,ASIANPAINT.NS
2013-02-28,AXISBANK.NS
2013-02-28,BAJAJAUTO.NS
2013-02-28,BANKBARODA.NS
2013-02-28,BHARTIARTL.NS
2013-02-28,BHEL.NS
2013-02-28,BPCL.NS
2013-02-28,CAIRN.NS
2013-02-28,CIPLA.NS
2013-02-28,COALINDIA.NS
2013-02-28,DLF.NS
2013-02-28,DRREDDY.NS
2013-02-28,GAIL.NS
2013-02-28,GRASIM.NS
2013-02-28,HCLTECH.NS
2013-02-28,HDFC.NS
2013-02-28,HDFCBANK.NS
2013-02-28,HEROMOTOCO.NS
2013-02-28,HINDALCO.NS
2013-02-28,HINDUNILVR.NS
2013-02-28,ICICIBANK.NS
2013-02-28,IDFC.NS
2013-02-28,INFY.NS
2013-02-28,ITC.NS
2013-02-28,JINDALSTEL.NS
2013-02-28,JPASSOCIAT.NS
2013-02-28,KOTAKBANK.NS
2013-02-28,LT.NS
2013-02-28,LUPIN.NS
2013-02-28,M&M.NS
2013-02-28,MARUTI.NS
2013-02-28,NTPC.NS
2013-02-28,ONGC.NS
2013-02-28,PNB.NS
2013-02-28,POWERGRID.NS
2013-02-28,RANBAXY.NS
2013-02-28,RELIANCE.NS
2013-02-28,RELINFRA.NS
2013-02-28,SBIN.NS
2013-02-28,SESAGOA.NS
2013-02-28,SIEMENS.NS
2013-02-28,SUNPHARMA.NS
2013-02-28,TATAMOTORS.NS
2013-02-28,TATAPOWER.NS
2013-02-28,TATASTEEL.NS
2013-02-28,TCS.NS
2013-02-28,ULTRACEMCO.NS
2013-02-28,WIPRO.NS
2013-03-31,ACC.NS
2013-03-31,AMBUJACEM.NS
2013-03-31,ASIANPAINT.NS
2013-03-31,AXISBANK.NS
2013-03-31,BAJAJAUTO.NS
2013-03-31,BANKBARODA.NS
2013-03-31,BHARTIARTL.NS
2013-03-31,BHEL.NS
2013-03-31,BPCL.NS
2013-03-31,CAIRN.NS
2013-03-31,CIPLA.NS
2013-03-31,COALINDIA.NS
2013-03-31,DLF.NS
2013-03-31,DRREDDY.NS
2013-03-31,GAIL.NS
2013-03-31,GRASIM.NS
2013-03-31,HCLTECH.NS
2013-03-31,HDFC.NS
2013-03-31,HDFCBANK.NS
2013-03-31,HEROMOTOCO.NS
2013-03-31,HINDALCO.NS
2013-03-31,HINDUNILVR.NS
2013-03-31,ICICIBANK.NS
2013-03-31,IDFC.NS
2013-03-31,INFY.NS
2013-03-31,ITC.NS
2013-03-31,JINDALSTEL.NS
2013-03-31,JPASSOCIAT.NS
2013-03-31,KOTAKBANK.NS
2013-03-31,LT.NS
2013-03-31,LUPIN.NS
2013-03-31,M&M.NS
2013-03-31,MARUTI.NS
2013-03-31,NTPC.NS
2013-03-31,ONGC.NS
2013-03-31,PNB.NS
2013-03-31,POWERGRID.NS
2013-03-31,RANBAXY.NS
2013-03-31,RELIANCE.NS
2013-03-31,RELINFRA.NS
2013-03-31,SBIN.NS
2013-03-31,SESAGOA.NS
2013-03-31,SIEMENS.NS
2013-03-31,SUNPHARMA.NS
2013-03-31,TATAMOTORS.NS
2013-03-31,TATAPOWER.NS
2013-03-31,TATASTEEL.NS
2013-03-31,TCS.NS
2013-03-31,ULTRACEMCO.NS
2013-03-31,WIPRO.NS
2013-04-01,ACC.NS
2013-04-01,AMBUJACEM.NS
2013-04-01,ASIANPAINT.NS
2013-04-01,AXISBANK.NS
2013-04-01,BAJAJAUTO.NS
2013-04-01,BANKBARODA.NS
2013-04-01,BHARTIARTL.NS
2013-04-01,BHEL.NS
2013-04-01,BPCL.NS
2013-04-01,CAIRN.NS
2013-04-01,CIPLA.NS
2013-04-01,COALINDIA.NS
2013-04-01,DLF.NS
2013-04-01,DRREDDY.NS
2013-04-01,GAIL.NS
2013-04-01,GRASIM.NS
2013-04-01,HCLTECH.NS
2013-04-01,HDFC.NS
2013-04-01,HDFCBANK.NS
2013-04-01,HEROMOTOCO.NS
2013-04-01,HINDALCO.NS
2013-04-01,HINDUNILVR.NS
2013-04-01,ICICIBANK.NS
2013-04-01,IDFC.NS
2013-04-01,INDUSINDBK.NS
2013-04-01,INFY.NS
2013-04-01,ITC.NS
2013-04-01,JINDALSTEL.NS
2013-04-01,JPASSOCIAT.NS
2013-04-01,KOTAKBANK.NS
2013-04-01,LT.NS
2013-04-01,LUPIN.NS
2013-04-01,M&M.NS
2013-04-01,MARUTI.NS
2013-04-01,NMDC.NS
2013-04-01,NTPC.NS
2013-04-01,ONGC.NS
2013-04-01,PNB.NS
2013-04-01,POWERGRID.NS
2013-04-01,RANBAXY.NS
2013-04-01,RELIANCE.NS
2013-04-01,RELINFRA.NS
2013-04-01,SBIN.NS
2013-04-01,SESAGOA.NS
2013-04-01,SUNPHARMA.NS
2013-04-01,TATAMOTORS.NS
2013-04-01,TATAPOWER.NS
2013-04-01,TATASTEEL.NS
2013-04-01,TCS.NS
2013-04-01,ULTRACEMCO.NS
2013-04-30,ACC.NS
2013-04-30,AMBUJACEM.NS
2013-04-30,ASIANPAINT.NS
2013-04-30,AXISBANK.NS
2013-04-30,BAJAJAUTO.NS
2013-04-30,BANKBARODA.NS
2013-04-30,BHARTIARTL.NS
2013-04-30,BHEL.NS
2013-04-30,BPCL.NS
2013-04-30,CAIRN.NS
2013-04-30,CIPLA.NS
2013-04-30,COALINDIA.NS
2013-04-30,DLF.NS
2013-04-30,DRREDDY.NS
2013-04-30,GAIL.NS
2013-04-30,GRASIM.NS
2013-04-30,HCLTECH.NS
2013-04-30,HDFC.NS
2013-04-30,HDFCBANK.NS
2013-04-30,HEROMOTOCO.NS
2013-04-30,HINDALCO.NS
2013-04-30,HINDUNILVR.NS
2013-04-30,ICICIBANK.NS
2013-04-30,IDFC.NS
2013-04-30,INDUSINDBK.NS
2013-04-30,INFY.NS
2013-04-30,ITC.NS
2013-04-30,JINDALSTEL.NS
2013-04-30,JPASSOCIAT.NS
2013-04-30,KOTAKBANK.NS
2013-04-30,LT.NS
2013-04-30,LUPIN.NS
2013-04-30,M&M.NS
2013-04-30,MARUTI.NS
2013-04-30,NMDC.NS
2013-04-30,NTPC.NS
2013-04-30,ONGC.NS
2013-04-30,PNB.NS
2013-04-30,POWERGRID.NS
2013-04-30,RANBAXY.NS
2013-04-30,RELIANCE.NS
2013-04-30,RELINFRA.NS
2013-04-30,SBIN.NS
2013-04-30,SESAGOA.NS
2013-04-30,SUNPHARMA.NS
2013-04-30,TATAMOTORS.NS
2013-04-30,TATAPOWER.NS
2013-04-30,TATASTEEL.NS
2013-04-30,TCS.NS
2013-04-30,ULTRACEMCO.NS
2013-05-31,ACC.NS
2013-05-31,AMBUJACEM.NS
2013-05-31,ASIANPAINT.NS
2013-05-31,AXISBANK.NS
2013-05-31,BAJAJAUTO.NS
2013-05-31,BANKBARODA.NS
2013-05-31,BHARTIARTL.NS
2013-05-31,BHEL.NS
2013-05-31,BPCL.NS
2013-05-31,CAIRN.NS
2013-05-31,CIPLA.NS
2013-05-31,COALINDIA.NS
2013-05-31,DLF.NS
2013-05-31,DRREDDY.NS
2013-05-31,GAIL.NS
2013-05-31,GRASIM.NS
2013-05-31,HCLTECH.NS
2013-05-31,HDFC.NS
2013-05-31,HDFCBANK.NS
2013-05-31,HEROMOTOCO.NS
2013-05-31,HINDALCO.NS
2013-05-31,HINDUNILVR.NS
2013-05-31,ICICIBANK.NS
2013-05-31,IDFC.NS
2013-05-31,INDUSINDBK.NS
2013-05-31,INFY.NS
2013-05-31,ITC.NS
2013-05-31,JINDALSTEL.NS
2013-05-31,JPASSOCIAT.NS
2013-05-31,KOTAKBANK.NS
2013-05-31,LT.NS
2013-05-31,LUPIN.NS
2013-05-31,M&M.NS
2013-05-31,MARUTI.NS
2013-05-31,NMDC.NS
2013-05-31,NTPC.NS
2013-05-31,ONGC.NS
2013-05-31,PNB.NS
2013-05-31,POWERGRID.NS
2013-05-31,RANBAXY.NS
2013-05-31,RELIANCE.NS
2013-05-31,RELINFRA.NS
2013-05-31,SBIN.NS
2013-05-31,SESAGOA.NS
2013-05-31,SUNPHARMA.NS
2013-05-31,TATAMOTORS.NS
2013-05-31,TATAPOWER.NS
2013-05-31,TATASTEEL.NS
2013-05-31,TCS.NS
2013-05-31,ULTRACEMCO.NS
2013-06-30,ACC.NS
2013-06-30,AMBUJACEM.NS
2013-06-30,ASIANPAINT.NS
2013-06-30,AXISBANK.NS
2013-06-30,BAJAJAUTO.NS
2013-06-30,BANKBARODA.NS
2013-06-30,BHARTIARTL.NS
2013-06-30,BHEL.NS
2013-06-30,BPCL.NS
2013-06-30,CAIRN.NS
2013-06-30,CIPLA.NS
2013-06-30,COALINDIA.NS
2013-06-30,DLF.NS
2013-06-30,DRREDDY.NS
2013-06-30,GAIL.NS
2013-06-30,GRASIM.NS
2013-06-30,HCLTECH.NS
2013-06-30,HDFC.NS
2013-06-30,HDFCBANK.NS
2013-06-30,HEROMOTOCO.NS
2013-06-30,HINDALCO.NS
2013-06-30,HINDUNILVR.NS
2013-06-30,ICICIBANK.NS
2013-06-30,IDFC.NS
2013-06-30,INDUSINDBK.NS
2013-06-30,INFY.NS
2013-06-30,ITC.NS
2013-06-30,JINDALSTEL.NS
2013-06-30,JPASSOCIAT.NS
2013-06-30,KOTAKBANK.NS
2013-06-30,LT.NS
2013-06-30,LUPIN.NS
2013-06-30,M&M.NS
2013-06-30,MARUTI.NS
2013-06-30,NMDC.NS
2013-06-30,NTPC.NS
2013-06-30,ONGC.NS
2013-06-30,PNB.NS
2013-06-30,POWERGRID.NS
2013-06-30,RANBAXY.NS
2013-06-30,RELIANCE.NS
2013-06-30,RELINFRA.NS
2013-06-30,SBIN.NS
2013-06-30,SESAGOA.NS
2013-06-30,SUNPHARMA.NS
2013-06-30,TATAMOTORS.NS
2013-06-30,TATAPOWER.NS
2013-06-30,TATASTEEL.NS
2013-06-30,TCS.NS
2013-06-30,ULTRACEMCO.NS
2013-07-31,ACC.NS
2013-07-31,AMBUJACEM.NS
2013-07-31,ASIANPAINT.NS
2013-07-31,AXISBANK.NS
2013-07-31,BAJAJAUTO.NS
2013-07-31,BANKBARODA.NS
2013-07-31,BHARTIARTL.NS
2013-07-31,BHEL.NS
2013-07-31,BPCL.NS
2013-07-31,CAIRN.NS
2013-07-31,CIPLA.NS
2013-07-31,COALINDIA.NS
2013-07-31,DLF.NS
2013-07-31,DRREDDY.NS
2013-07-31,GAIL.NS
2013-07-31,GRASIM.NS
2013-07-31,HCLTECH.NS
2013-07-31,HDFC.NS
2013-07-31,HDFCBANK.NS
2013-07-31,HEROMOTOCO.NS
2013-07-31,HINDALCO.NS
2013-07-31,HINDUNILVR.NS
2013-07-31,ICICIBANK.NS
2013-07-31,IDFC.NS
2013-07-31,INDUSINDBK.NS
2013-07-31,INFY.NS
2013-07-31,ITC.NS
2013-07-31,JINDALSTEL.NS
2013-07-31,JPASSOCIAT.NS
2013-07-31,KOTAKBANK.NS
2013-07-31,LT.NS
2013-07-31,LUPIN.NS
2013-07-31,M&M.NS
2013-07-31,MARUTI.NS
2013-07-31,NMDC.NS
2013-07-31,NTPC.NS
2013-07-31,ONGC.NS
2013-07-31,PNB.NS
2013-07-31,POWERGRID.NS
2013-07-31,RANBAXY.NS
2013-07-31,RELIANCE.NS
2013-07-31,RELINFRA.NS
2013-07-31,SBIN.NS
2013-07-31,SESAGOA.NS
2013-07-31,SUNPHARMA.NS
2013-07-31,TATAMOTORS.NS
2013-07-31,TATAPOWER.NS
2013-07-31,TATASTEEL.NS
2013-07-31,TCS.NS
2013-07-31,ULTRACEMCO.NS
2013-08-31,ACC.NS
2013-08-31,AMBUJACEM.NS
2013-08-31,ASIANPAINT.NS
2013-08-31,AXISBANK.NS
2013-08-31,BAJAJAUTO.NS
2013-08-31,BANKBARODA.NS
2013-08-31,BHARTIARTL.NS
2013-08-31,BHEL.NS
2013-08-31,BPCL.NS
2013-08-31,CAIRN.NS
2013-08-31,CIPLA.NS
2013-08-31,COALINDIA.NS
2013-08-31,DLF.NS
2013-08-31,DRREDDY.NS
2013-08-31,GAIL.NS
2013-08-31,GRASIM.NS
2013-08-31,HCLTECH.NS
2013-08-31,HDFC.NS
2013-08-31,HDFCBANK.NS
2013-08-31,HEROMOTOCO.NS
2013-08-31,HINDALCO.NS
2013-08-31,HINDUNILVR.NS
2013-08-31,ICICIBANK.NS
2013-08-31,IDFC.NS
2013-08-31,INDUSINDBK.NS
2013-08-31,INFY.NS
2013-08-31,ITC.NS
2013-08-31,JINDALSTEL.NS
2013-08-31,JPASSOCIAT.NS
2013-08-31,KOTAKBANK.NS
2013-08-31,LT.NS
2013-08-31,LUPIN.NS
2013-08-31,M&M.NS
2013-08-31,MARUTI.NS
2013-08-31,NMDC.NS
2013-08-31,NTPC.NS
2013-08-31,ONGC.NS
2013-08-31,PNB.NS
2013-08-31,POWERGRID.NS
2013-08-31,RANBAXY.NS
2013-08-31,RELIANCE.NS
2013-08-31,RELINFRA.NS
2013-08-31,SBIN.NS
2013-08-31,SESAGOA.NS
2013-08-31,SUNPHARMA.NS
2013-08-31,TATAMOTORS.NS
